# free productive bulk ~G1 fluency core
i	who
me	who
my	who
we	who
us	who
you	who
he	who
she	who
they	who
boy	who
girl	who
baby	who
mom	who
dad	who
parent	who
kid	who
kids	who
friend	who
teacher	who
student	who
helper	who
doctor	who
nurse	who
police	who
farmer	who
cook	who
driver	who
neighbor	who
family	who
people	who
person	who
human	who
child	who
adult	who
man	who
woman	who
brother	who
sister	who
uncle	who
aunt	who
grandma	who
grandpa	who
see	verb
look	verb
watch	verb
hear	verb
listen	verb
say	verb
talk	verb
speak	verb
ask	verb
answer	verb
tell	verb
read	verb
write	verb
draw	verb
color	verb
paint	verb
sing	verb
dance	verb
play	verb
run	verb
walk	verb
jump	verb
hop	verb
skip	verb
climb	verb
swim	verb
throw	verb
catch	verb
kick	verb
sit	verb
stand	verb
sleep	verb
wake	verb
eat	verb
drink	verb
wash	verb
clean	verb
brush	verb
open	verb
close	verb
push	verb
pull	verb
pick	verb
drop	verb
hold	verb
give	verb
take	verb
share	verb
help	verb
need	verb
want	verb
like	verb
love	verb
feel	verb
think	verb
know	verb
learn	verb
teach	verb
count	verb
add	verb
sort	verb
match	verb
find	verb
hide	verb
build	verb
make	verb
fix	verb
break	verb
grow	verb
plant	verb
water	verb
feed	verb
care	verb
stop	verb
go	verb
come	verb
wait	verb
start	verb
finish	verb
try	verb
use	verb
show	verb
point	verb
touch	verb
smell	verb
taste	verb
measure	verb
choose	verb
change	verb
keep	verb
put	verb
get	verb
send	verb
call	verb
hug	verb
smile	verb
cry	verb
laugh	verb
rest	verb
work	verb
live	verb
move	verb
turn	verb
cut	verb
dig	verb
pour	verb
fill	verb
empty	verb
lift	verb
carry	verb
wave	verb
clap	verb
nod	verb
shake	verb
remember	verb
forget	verb
plan	verb
hope	verb
dream	verb
wish	verb
practice	verb
study	verb
check	verb
mark	verb
circle	verb
underline	verb
erase	verb
glue	verb
tape	verb
sew	verb
knit	verb
bake	verb
fry	verb
boil	verb
dry	verb
fold	verb
pack	verb
unpack	verb
buy	verb
sell	verb
pay	verb
cost	verb
save	verb
spend	verb
win	verb
lose	verb
fail	verb
pass	verb
light	what
dark	what
sun	what
moon	what
star	what
sky	what
cloud	what
rain	what
snow	what
wind	what
fire	what
air	what
earth	what
dirt	what
sand	what
rock	what
stone	what
tree	what
leaf	what
flower	what
grass	what
seed	what
fruit	what
apple	what
banana	what
orange	what
grape	what
food	what
bread	what
milk	what
egg	what
meat	what
rice	what
soup	what
juice	what
candy	what
cake	what
body	what
head	what
hair	what
face	what
eye	what
eyes	what
ear	what
ears	what
nose	what
mouth	what
tooth	what
teeth	what
hand	what
hands	what
finger	what
arm	what
leg	what
foot	what
feet	what
toe	what
skin	what
heart	what
home	what
house	what
room	what
door	what
window	what
wall	what
floor	what
bed	what
table	what
chair	what
desk	what
book	what
page	what
pencil	what
paper	what
crayon	what
toy	what
ball	what
block	what
doll	what
game	what
puzzle	what
car	what
bus	what
bike	what
train	what
boat	what
plane	what
road	what
street	what
park	what
school	what
class	what
bag	what
hat	what
shoe	what
shirt	what
pants	what
coat	what
dress	what
clock	what
time	what
day	what
night	what
morning	what
week	what
month	what
year	what
number	what
zero	what
one	what
two	what
three	what
four	what
five	what
six	what
seven	what
eight	what
nine	what
ten	what
hundred	what
shape	what
square	what
triangle	what
line	what
map	what
place	what
city	what
country	what
world	what
planet	what
letter	what
word	what
story	what
song	what
music	what
sound	what
noise	what
picture	what
photo	what
red	what
blue	what
green	what
yellow	what
animal	what
dog	what
cat	what
bird	what
fish	what
horse	what
cow	what
pig	what
sheep	what
duck	what
bee	what
bug	what
spider	what
frog	what
bear	what
lion	what
tiger	what
monkey	what
rabbit	what
mouse	what
ice	what
heat	what
cold	what
smoke	what
river	what
lake	what
ocean	what
mountain	what
hill	what
valley	what
farm	what
store	what
market	what
hospital	what
library	what
museum	what
zoo	what
garden	what
yard	what
fence	what
gate	what
path	what
bridge	what
key	what
lock	what
box	what
cup	what
plate	what
bowl	what
spoon	what
fork	what
knife	what
glass	what
bottle	what
pan	what
pot	what
stove	what
fridge	what
sink	what
tub	what
soap	what
towel	what
blanket	what
pillow	what
calendar	what
phone	what
computer	what
screen	what
keyboard	what
camera	what
bat	what
net	what
hoop	what
rope	what
slide	what
swing	what
sandbox	what
castle	what
flag	what
bell	what
drum	what
flute	what
piano	what
violin	what
marker	what
scissors	what
ruler	what
magnet	what
battery	what
wire	what
firetruck	what
ambulance	what
track	what
wheel	what
engine	what
rocket	what
robot	what
chip	what
code	what
data	what
file	what
bit	what
byte	what
frame	what
tone	what
pitch	what
volume	what
level	what
force	what
speed	what
weight	what
size	what
age	what
life	what
death	what
truth	what
lie	what
question	what
problem	what
solution	what
rule	what
tool	what
power	what
energy	what
pain	what
fear	what
goal	what
task	what
job	what
art	what
money	what
coin	what
dollar	what
shop	what
crop	what
soil	what
root	what
stem	what
here	where
there	where
outside	where
inside	where
above	where
below	where
near	where
far	where
left	where
right	where
up	where
down	where
front	where
back	where
top	where
bottom	where
north	where
south	where
east	where
west	where
beach	where
forest	where
desert	where
state	where
town	where
village	where
now	when
then	when
today	when
tonight	when
tomorrow	when
yesterday	when
always	when
never	when
sometimes	when
often	when
soon	when
early	when
late	when
first	when
last	when
next	when
before	when
after	when
again	when
once	when
already	when
spring	when
summer	when
fall	when
winter	when
monday	when
tuesday	when
wednesday	when
thursday	when
friday	when
saturday	when
sunday	when
well	how
clearly	how
softly	how
loudly	how
quickly	how
slowly	how
carefully	how
together	how
alone	how
safely	how
kindly	how
better	how
worse	how
hard	how
easy	how
very	how
too	how
really	how
almost	how
enough	how
just	how
only	how
maybe	how
happily	how
sadly	how
quietly	how
proudly	how
bravely	how
purple	adj
pink	adj
brown	adj
black	adj
white	adj
gray	adj
big	adj
little	adj
small	adj
tall	adj
short	adj
long	adj
hot	adj
warm	adj
cool	adj
wet	adj
soft	adj
loud	adj
quiet	adj
fast	adj
slow	adj
happy	adj
sad	adj
mad	adj
scared	adj
brave	adj
kind	adj
mean	adj
good	adj
bad	adj
nice	adj
new	adj
old	adj
young	adj
dirty	adj
full	adj
closed	adj
same	adj
different	adj
many	adj
few	adj
all	adj
some	adj
any	adj
bright	adj
round	adj
flat	adj
safe	adj
high	adj
low	adj
heavy	adj
strong	adj
weak	adj
pretty	adj
ugly	adj
smart	adj
silly	adj
funny	adj
serious	adj
healthy	adj
sick	adj
hungry	adj
thirsty	adj
tired	adj
awake	adj
asleep	adj
busy	adj
free	adj
rich	adj
poor	adj
true	adj
false	adj
