# Preschool–G1 productive bulk (word\trole) — free offline expansion
# Teacher/Ollama can refine; mind loads via en_roles merge.
i	who
me	who
my	who
we	who
us	who
you	who
he	who
she	who
they	who
boy	who
girl	who
baby	who
mom	who
dad	who
parent	who
kid	who
kids	who
friend	who
teacher	who
student	who
helper	who
doctor	who
nurse	who
police	who
firefighter	who
farmer	who
cook	who
driver	who
neighbor	who
family	who
people	who
person	who
animal	who
dog	who
cat	who
bird	who
fish	who
horse	who
cow	who
pig	who
sheep	who
duck	who
hen	who
bee	who
bug	who
spider	who
frog	who
bear	who
lion	who
tiger	who
monkey	who
rabbit	who
mouse	who
see	verb
look	verb
watch	verb
hear	verb
listen	verb
say	verb
talk	verb
speak	verb
ask	verb
answer	verb
tell	verb
read	verb
write	verb
draw	verb
color	verb
paint	verb
sing	verb
dance	verb
play	verb
run	verb
walk	verb
jump	verb
hop	verb
skip	verb
climb	verb
swim	verb
throw	verb
catch	verb
kick	verb
sit	verb
stand	verb
sleep	verb
wake	verb
eat	verb
drink	verb
bite	verb
chew	verb
wash	verb
clean	verb
brush	verb
open	verb
close	verb
push	verb
pull	verb
pick	verb
drop	verb
hold	verb
give	verb
take	verb
share	verb
help	verb
need	verb
want	verb
like	verb
love	verb
feel	verb
think	verb
know	verb
learn	verb
teach	verb
count	verb
add	verb
sort	verb
match	verb
find	verb
hide	verb
seek	verb
build	verb
make	verb
fix	verb
break	verb
grow	verb
plant	verb
water	verb
feed	verb
care	verb
stop	verb
go	verb
come	verb
wait	verb
start	verb
finish	verb
try	verb
use	verb
show	verb
point	verb
touch	verb
smell	verb
taste	verb
measure	verb
choose	verb
change	verb
keep	verb
put	verb
get	verb
send	verb
call	verb
hug	verb
smile	verb
cry	verb
laugh	verb
rest	verb
work	verb
live	verb
move	verb
turn	verb
light	what
dark	what
sun	what
moon	what
star	what
sky	what
cloud	what
rain	what
snow	what
wind	what
water	what
fire	what
air	what
earth	what
dirt	what
sand	what
rock	what
stone	what
tree	what
leaf	what
flower	what
grass	what
seed	what
plant	what
fruit	what
apple	what
banana	what
orange	what
grape	what
food	what
bread	what
milk	what
egg	what
meat	what
rice	what
soup	what
juice	what
candy	what
cake	what
body	what
head	what
hair	what
face	what
eye	what
eyes	what
ear	what
ears	what
nose	what
mouth	what
tooth	what
teeth	what
hand	what
hands	what
finger	what
arm	what
leg	what
foot	what
feet	what
toe	what
skin	what
heart	what
home	what
house	what
room	what
door	what
window	what
wall	what
floor	what
bed	what
table	what
chair	what
desk	what
book	what
page	what
pencil	what
paper	what
crayon	what
toy	what
ball	what
block	what
doll	what
game	what
puzzle	what
car	what
bus	what
bike	what
train	what
boat	what
plane	what
road	what
street	what
park	what
school	what
class	what
bag	what
hat	what
shoe	what
shirt	what
pants	what
coat	what
dress	what
clock	what
time	what
day	what
night	what
morning	what
week	what
month	what
year	what
number	what
zero	what
one	what
two	what
three	what
four	what
five	what
six	what
seven	what
eight	what
nine	what
ten	what
shape	what
circle	what
square	what
triangle	what
line	what
dot	what
map	what
place	what
city	what
country	what
world	what
planet	what
letter	what
word	what
story	what
song	what
music	what
sound	what
noise	what
picture	what
photo	what
color	what
red	adj
blue	adj
green	adj
yellow	adj
orange	adj
purple	adj
pink	adj
brown	adj
black	adj
white	adj
gray	adj
big	adj
little	adj
small	adj
tall	adj
short	adj
long	adj
hot	adj
cold	adj
warm	adj
cool	adj
wet	adj
dry	adj
soft	adj
hard	adj
loud	adj
quiet	adj
fast	adj
slow	adj
happy	adj
sad	adj
mad	adj
scared	adj
brave	adj
kind	adj
mean	adj
good	adj
bad	adj
nice	adj
new	adj
old	adj
young	adj
clean	adj
dirty	adj
full	adj
empty	adj
open	adj
closed	adj
same	adj
different	adj
first	adj
last	adj
next	adj
many	adj
few	adj
all	adj
some	adj
any	adj
bright	adj
dark	adj
round	adj
flat	adj
safe	adj
high	adj
low	adj
heavy	adj
light	adj
strong	adj
weak	adj
here	where
there	where
home	where
school	where
park	where
outside	where
inside	where
above	where
below	where
near	where
far	where
left	where
right	where
up	where
down	where
front	where
back	where
top	where
bottom	where
north	where
south	where
east	where
west	where
city	where
street	where
room	where
class	where
world	where
now	when
then	when
today	when
tonight	when
tomorrow	when
yesterday	when
morning	when
night	when
day	when
week	when
always	when
never	when
sometimes	when
often	when
soon	when
early	when
late	when
first	when
last	when
next	when
before	when
after	when
again	when
once	when
already	when
well	how
clearly	how
softly	how
loudly	how
quickly	how
slowly	how
carefully	how
together	how
alone	how
safely	how
kindly	how
better	how
worse	how
hard	how
easy	how
very	how
too	how
really	how
almost	how
enough	how
just	how
only	how
maybe	how
the	link
a	link
an	link
and	link
or	link
but	link
if	link
because	link
so	link
to	link
of	link
in	link
on	link
at	link
by	link
for	link
with	link
from	link
into	link
about	link
over	link
under	link
this	link
that	link
these	link
those	link
is	link
are	link
was	link
were	link
be	link
am	link
not	link
yes	link
no	link
my	link
your	link
our	link
their	link
his	link
her	link
its	link
can	link
will	link
do	link
does	link
did	link
have	link
has	link
had	link
what	link
who	link
where	link
when	link
why	link
how	link
more	link
less	link
also	link
then	link
than	link
as	link
like	link
